Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Compact Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - TFC Debug Block
appliedenergistics2:facade:0, Cable Facade - Peat
appliedenergistics2:facade:0, Cable Facade - Peat Grass
appliedenergistics2:facade:0, Cable Facade - Fire Bricks
appliedenergistics2:facade:0, Cable Facade - Sea Ice
appliedenergistics2:facade:0, Cable Facade - Raw Granite
appliedenergistics2:facade:0, Cable Facade - Raw Diorite
appliedenergistics2:facade:0, Cable Facade - Raw Gabbro
appliedenergistics2:facade:0, Cable Facade - Raw Shale
appliedenergistics2:facade:0, Cable Facade - Raw Claystone
appliedenergistics2:facade:0, Cable Facade - Raw Rocksalt
appliedenergistics2:facade:0, Cable Facade - Raw Limestone
appliedenergistics2:facade:0, Cable Facade - Raw Conglomerate
appliedenergistics2:facade:0, Cable Facade - Raw Dolomite
appliedenergistics2:facade:0, Cable Facade - Raw Chert
appliedenergistics2:facade:0, Cable Facade - Raw Chalk
appliedenergistics2:facade:0, Cable Facade - Raw Rhyolite
appliedenergistics2:facade:0, Cable Facade - Raw Basalt
appliedenergistics2:facade:0, Cable Facade - Raw Andesite
appliedenergistics2:facade:0, Cable Facade - Raw Dacite
appliedenergistics2:facade:0, Cable Facade - Raw Quartzite
appliedenergistics2:facade:0, Cable Facade - Raw Slate
appliedenergistics2:facade:0, Cable Facade - Raw Phyllite
appliedenergistics2:facade:0, Cable Facade - Raw Schist
appliedenergistics2:facade:0, Cable Facade - Raw Gneiss
appliedenergistics2:facade:0, Cable Facade - Raw Marble
appliedenergistics2:facade:0, Cable Facade - Smooth Granite
appliedenergistics2:facade:0, Cable Facade - Smooth Diorite
appliedenergistics2:facade:0, Cable Facade - Smooth Gabbro
appliedenergistics2:facade:0, Cable Facade - Smooth Shale
appliedenergistics2:facade:0, Cable Facade - Smooth Claystone
appliedenergistics2:facade:0, Cable Facade - Smooth Rocksalt
appliedenergistics2:facade:0, Cable Facade - Smooth Limestone
appliedenergistics2:facade:0, Cable Facade - Smooth Conglomerate
appliedenergistics2:facade:0, Cable Facade - Smooth Dolomite
appliedenergistics2:facade:0, Cable Facade - Smooth Chert
appliedenergistics2:facade:0, Cable Facade - Smooth Chalk
appliedenergistics2:facade:0, Cable Facade - Smooth Rhyolite
appliedenergistics2:facade:0, Cable Facade - Smooth Basalt
appliedenergistics2:facade:0, Cable Facade - Smooth Andesite
appliedenergistics2:facade:0, Cable Facade - Smooth Dacite
appliedenergistics2:facade:0, Cable Facade - Smooth Quartzite
appliedenergistics2:facade:0, Cable Facade - Smooth Slate
appliedenergistics2:facade:0, Cable Facade - Smooth Phyllite
appliedenergistics2:facade:0, Cable Facade - Smooth Schist
appliedenergistics2:facade:0, Cable Facade - Smooth Gneiss
appliedenergistics2:facade:0, Cable Facade - Smooth Marble
appliedenergistics2:facade:0, Cable Facade - Granite Cobble
appliedenergistics2:facade:0, Cable Facade - Diorite Cobble
appliedenergistics2:facade:0, Cable Facade - Gabbro Cobble
appliedenergistics2:facade:0, Cable Facade - Shale Cobble
appliedenergistics2:facade:0, Cable Facade - Claystone Cobble
appliedenergistics2:facade:0, Cable Facade - Rocksalt Cobble
appliedenergistics2:facade:0, Cable Facade - Limestone Cobble
appliedenergistics2:facade:0, Cable Facade - Conglomerate Cobble
appliedenergistics2:facade:0, Cable Facade - Dolomite Cobble
appliedenergistics2:facade:0, Cable Facade - Chert Cobble
appliedenergistics2:facade:0, Cable Facade - Chalk Cobble
appliedenergistics2:facade:0, Cable Facade - Rhyolite Cobble
appliedenergistics2:facade:0, Cable Facade - Basalt Cobble
appliedenergistics2:facade:0, Cable Facade - Andesite Cobble
appliedenergistics2:facade:0, Cable Facade - Dacite Cobble
appliedenergistics2:facade:0, Cable Facade - Quartzite Cobble
appliedenergistics2:facade:0, Cable Facade - Slate Cobble
appliedenergistics2:facade:0, Cable Facade - Phyllite Cobble
appliedenergistics2:facade:0, Cable Facade - Schist Cobble
appliedenergistics2:facade:0, Cable Facade - Gneiss Cobble
appliedenergistics2:facade:0, Cable Facade - Marble Cobble
appliedenergistics2:facade:0, Cable Facade - Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Diorite Bricks
appliedenergistics2:facade:0, Cable Facade - Gabbro Bricks
appliedenergistics2:facade:0, Cable Facade - Shale Bricks
appliedenergistics2:facade:0, Cable Facade - Claystone Bricks
appliedenergistics2:facade:0, Cable Facade - Rocksalt Bricks
appliedenergistics2:facade:0, Cable Facade - Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Conglomerate Bricks
appliedenergistics2:facade:0, Cable Facade - Dolomite Bricks
appliedenergistics2:facade:0, Cable Facade - Chert Bricks
appliedenergistics2:facade:0, Cable Facade - Chalk Bricks
appliedenergistics2:facade:0, Cable Facade - Rhyolite Bricks
appliedenergistics2:facade:0, Cable Facade - Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Andesite Bricks
appliedenergistics2:facade:0, Cable Facade - Dacite Bricks
appliedenergistics2:facade:0, Cable Facade - Quartzite Bricks
appliedenergistics2:facade:0, Cable Facade - Slate Bricks
appliedenergistics2:facade:0, Cable Facade - Phyllite Bricks
appliedenergistics2:facade:0, Cable Facade - Schist Bricks
appliedenergistics2:facade:0, Cable Facade - Gneiss Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Granite Sand
appliedenergistics2:facade:0, Cable Facade - Diorite Sand
appliedenergistics2:facade:0, Cable Facade - Gabbro Sand
appliedenergistics2:facade:0, Cable Facade - Shale Sand
appliedenergistics2:facade:0, Cable Facade - Claystone Sand
appliedenergistics2:facade:0, Cable Facade - Rocksalt Sand
appliedenergistics2:facade:0, Cable Facade - Limestone Sand
appliedenergistics2:facade:0, Cable Facade - Conglomerate Sand
appliedenergistics2:facade:0, Cable Facade - Dolomite Sand
appliedenergistics2:facade:0, Cable Facade - Chert Sand
appliedenergistics2:facade:0, Cable Facade - Chalk Sand
appliedenergistics2:facade:0, Cable Facade - Rhyolite Sand
appliedenergistics2:facade:0, Cable Facade - Basalt Sand
appliedenergistics2:facade:0, Cable Facade - Andesite Sand
appliedenergistics2:facade:0, Cable Facade - Dacite Sand
appliedenergistics2:facade:0, Cable Facade - Quartzite Sand
appliedenergistics2:facade:0, Cable Facade - Slate Sand
appliedenergistics2:facade:0, Cable Facade - Phyllite Sand
appliedenergistics2:facade:0, Cable Facade - Schist Sand
appliedenergistics2:facade:0, Cable Facade - Gneiss Sand
appliedenergistics2:facade:0, Cable Facade - Marble Sand
appliedenergistics2:facade:0, Cable Facade - Granite Gravel
appliedenergistics2:facade:0, Cable Facade - Diorite Gravel
appliedenergistics2:facade:0, Cable Facade - Gabbro Gravel
appliedenergistics2:facade:0, Cable Facade - Shale Gravel
appliedenergistics2:facade:0, Cable Facade - Claystone Gravel
appliedenergistics2:facade:0, Cable Facade - Rocksalt Gravel
appliedenergistics2:facade:0, Cable Facade - Limestone Gravel
appliedenergistics2:facade:0, Cable Facade - Conglomerate Gravel
appliedenergistics2:facade:0, Cable Facade - Dolomite Gravel
appliedenergistics2:facade:0, Cable Facade - Chert Gravel
appliedenergistics2:facade:0, Cable Facade - Chalk Gravel
appliedenergistics2:facade:0, Cable Facade - Rhyolite Gravel
appliedenergistics2:facade:0, Cable Facade - Basalt Gravel
appliedenergistics2:facade:0, Cable Facade - Andesite Gravel
appliedenergistics2:facade:0, Cable Facade - Dacite Gravel
appliedenergistics2:facade:0, Cable Facade - Quartzite Gravel
appliedenergistics2:facade:0, Cable Facade - Slate Gravel
appliedenergistics2:facade:0, Cable Facade - Phyllite Gravel
appliedenergistics2:facade:0, Cable Facade - Schist Gravel
appliedenergistics2:facade:0, Cable Facade - Gneiss Gravel
appliedenergistics2:facade:0, Cable Facade - Marble Gravel
appliedenergistics2:facade:0, Cable Facade - Granite Dirt
appliedenergistics2:facade:0, Cable Facade - Diorite Dirt
appliedenergistics2:facade:0, Cable Facade - Gabbro Dirt
appliedenergistics2:facade:0, Cable Facade - Shale Dirt
appliedenergistics2:facade:0, Cable Facade - Claystone Dirt
appliedenergistics2:facade:0, Cable Facade - Rocksalt Dirt
appliedenergistics2:facade:0, Cable Facade - Limestone Dirt
appliedenergistics2:facade:0, Cable Facade - Conglomerate Dirt
appliedenergistics2:facade:0, Cable Facade - Dolomite Dirt
appliedenergistics2:facade:0, Cable Facade - Chert Dirt
appliedenergistics2:facade:0, Cable Facade - Chalk Dirt
appliedenergistics2:facade:0, Cable Facade - Rhyolite Dirt
appliedenergistics2:facade:0, Cable Facade - Basalt Dirt
appliedenergistics2:facade:0, Cable Facade - Andesite Dirt
appliedenergistics2:facade:0, Cable Facade - Dacite Dirt
appliedenergistics2:facade:0, Cable Facade - Quartzite Dirt
appliedenergistics2:facade:0, Cable Facade - Slate Dirt
appliedenergistics2:facade:0, Cable Facade - Phyllite Dirt
appliedenergistics2:facade:0, Cable Facade - Schist Dirt
appliedenergistics2:facade:0, Cable Facade - Gneiss Dirt
appliedenergistics2:facade:0, Cable Facade - Marble Dirt
appliedenergistics2:facade:0, Cable Facade - Granite Grass
appliedenergistics2:facade:0, Cable Facade - Diorite Grass
appliedenergistics2:facade:0, Cable Facade - Gabbro Grass
appliedenergistics2:facade:0, Cable Facade - Shale Grass
appliedenergistics2:facade:0, Cable Facade - Claystone Grass
appliedenergistics2:facade:0, Cable Facade - Rocksalt Grass
appliedenergistics2:facade:0, Cable Facade - Limestone Grass
appliedenergistics2:facade:0, Cable Facade - Conglomerate Grass
appliedenergistics2:facade:0, Cable Facade - Dolomite Grass
appliedenergistics2:facade:0, Cable Facade - Chert Grass
appliedenergistics2:facade:0, Cable Facade - Chalk Grass
appliedenergistics2:facade:0, Cable Facade - Rhyolite Grass
appliedenergistics2:facade:0, Cable Facade - Basalt Grass
appliedenergistics2:facade:0, Cable Facade - Andesite Grass
appliedenergistics2:facade:0, Cable Facade - Dacite Grass
appliedenergistics2:facade:0, Cable Facade - Quartzite Grass
appliedenergistics2:facade:0, Cable Facade - Slate Grass
appliedenergistics2:facade:0, Cable Facade - Phyllite Grass
appliedenergistics2:facade:0, Cable Facade - Schist Grass
appliedenergistics2:facade:0, Cable Facade - Gneiss Grass
appliedenergistics2:facade:0, Cable Facade - Marble Grass
appliedenergistics2:facade:0, Cable Facade - Dry Granite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Diorite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Gabbro Grass
appliedenergistics2:facade:0, Cable Facade - Dry Shale Grass
appliedenergistics2:facade:0, Cable Facade - Dry Claystone Grass
appliedenergistics2:facade:0, Cable Facade - Dry Rocksalt Grass
appliedenergistics2:facade:0, Cable Facade - Dry Limestone Grass
appliedenergistics2:facade:0, Cable Facade - Dry Conglomerate Grass
appliedenergistics2:facade:0, Cable Facade - Dry Dolomite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Chert Grass
appliedenergistics2:facade:0, Cable Facade - Dry Chalk Grass
appliedenergistics2:facade:0, Cable Facade - Dry Rhyolite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Basalt Grass
appliedenergistics2:facade:0, Cable Facade - Dry Andesite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Dacite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Quartzite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Slate Grass
appliedenergistics2:facade:0, Cable Facade - Dry Phyllite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Schist Grass
appliedenergistics2:facade:0, Cable Facade - Dry Gneiss Grass
appliedenergistics2:facade:0, Cable Facade - Dry Marble Grass
appliedenergistics2:facade:0, Cable Facade - Granite Clay
appliedenergistics2:facade:0, Cable Facade - Diorite Clay
appliedenergistics2:facade:0, Cable Facade - Gabbro Clay
appliedenergistics2:facade:0, Cable Facade - Shale Clay
appliedenergistics2:facade:0, Cable Facade - Claystone Clay
appliedenergistics2:facade:0, Cable Facade - Rocksalt Clay
appliedenergistics2:facade:0, Cable Facade - Limestone Clay
appliedenergistics2:facade:0, Cable Facade - Conglomerate Clay
appliedenergistics2:facade:0, Cable Facade - Dolomite Clay
appliedenergistics2:facade:0, Cable Facade - Chert Clay
appliedenergistics2:facade:0, Cable Facade - Chalk Clay
appliedenergistics2:facade:0, Cable Facade - Rhyolite Clay
